Peptide	ControlCount	SampleCount	ControlZ	SampleZ
PV2_000536	72.83	26.46	-0.614999	1.56463
PV2_000537	24.28	8.82	0.597399	0.312393
PV2_000538	39.51	6.86	-2.55106	-1.70217
PV2_000539	190.89	29.41	-3.51307	0.628507
PV2_000540	56.17	12.74	-2.11733	-0.547056
PV2_000541	74.74	23.52	-1.73788	1.20968
PV2_000542	77.12	26.46	0.537483	1.97401
PV2_000543	228.97	40.19	0.264616	2.00787
PV2_000544	69.98	14.7	0.249755	-0.435139
PV2_000545	60.46	10.78	-0.79357	-0.689488
PV2_000546	54.27	6.86	-0.611275	-1.60134
PV2_000547	4.76	1.96	1.37532	-0.870809
PV2_000548	2.38	0.98	-0.715041	-1.19519
PV2_000549	23.33	2.94	-2.23557	-1.81676
PV2_000550	107.58	23.52	-1.24827	0.698086
PV2_000551	67.6	17.64	-0.603876	0.37648
PV2_000552	78.07	18.62	-0.461552	0.0454982
PV2_000553	42.37	14.7	-0.322467	0.642748
PV2_000554	14.28	4.9	-0.825816	-0.804378
PV2_000555	1.43	7.84	-0.8855	1.43438
PV2_000556	219.45	15.68	0.287993	-3.37034
PV2_000557	196.13	34.31	1.0926	0.400786
PV2_000558	72.36	13.72	2.0054	-0.110697
PV2_000559	36.65	6.86	-0.798081	-1.6099
PV2_000560	26.18	7.84	5.98011	-0.114788
PV2_000561	126.63	19.6	1.98777	-0.553891
PV2_000562	81.88	15.68	2.44907	0.295017
PV2_000563	140.43	20.58	3.83213	0.0318541
PV2_000564	18.57	11.76	-1.82448	0.377497
PV2_000565	33.8	9.8	-1.28273	-0.843329
PV2_000566	53.32	6.86	1.81276	-1.34792
PV2_000567	76.64	24.5	-1.61096	1.2157
PV2_000568	25.71	12.74	-1.82555	0.415072
PV2_000569	39.99	8.82	-0.331317	-0.927271
PV2_000570	78.07	10.78	1.62491	-1.11486
PV2_000571	82.35	7.84	-0.579554	-1.72287
PV2_000572	96.16	19.6	-1.59927	-0.597573
PV2_000573	271.34	32.35	0.415477	-2.23256
PV2_000574	164.71	21.56	-1.61995	-1.28587
PV2_000575	57.6	16.66	-0.647812	0.309973
PV2_000576	139.95	10.78	-1.05069	-2.8134
PV2_000577	67.12	18.62	0.251298	1.05368
PV2_000578	72.36	12.74	-2.06272	-0.784439
PV2_000579	4.28	2.94	-1.05519	-0.8087
PV2_000580	209.93	23.52	1.65853	-1.91998
PV2_000581	159.47	15.68	2.19365	-2.01738
PV2_000582	14.28	9.8	-1.97515	0.00915862
PV2_000583	59.03	14.7	-2.56668	-0.196507
PV2_000584	271.82	28.43	1.08909	-1.94567
PV2_000585	206.12	26.46	-1.24924	-2.52857
PV2_000586	112.82	19.6	-0.295442	-0.198285
PV2_000587	27.13	6.86	0.105812	-0.526836
PV2_000588	171.85	23.52	0.468483	-0.561384
PV2_000589	123.77	44.11	-3.12758	3.62158
PV2_000590	25.71	20.58	-1.82555	2.3833
PV2_000591	38.56	13.72	-0.470102	0.340022
PV2_000592	210.41	42.15	-0.225281	0.590549
PV2_000593	60.46	18.62	-1.42053	0.858511
PV2_000594	11.9	0.98	0.505865	-1.33189
PV2_000595	92.35	20.58	-0.86205	0.464546
PV2_000596	212.31	46.07	-1.49485	2.22479
PV2_000597	208.03	28.43	0.363043	-0.0139727
PV2_000598	14.76	2.94	-0.728205	-1.38398
PV2_000599	191.84	53.91	0.934446	3.24718
PV2_000600	21.9	8.82	1.24241	0.0273809
PV2_000601	13.81	0	2.9125	-1.68491
PV2_000602	17.14	8.82	-0.806139	-0.148009
PV2_000603	26.66	11.76	-2.36081	0.36301
PV2_000604	5.24	1.96	0.547789	-0.963226
PV2_000605	40.46	14.7	-0.75612	0.597988
PV2_000606	78.07	18.62	0.444968	0.363556
PV2_000607	26.66	9.8	0.991129	0.25432
PV2_000608	64.74	9.8	-0.285798	-1.12144
PV2_000609	8.57	7.84	-0.495905	0.261856
PV2_000610	13.81	29.41	-1.44809	4.70894
PV2_000611	3.81	6.86	0.442285	0.785611
PV2_000612	22.85	10.78	1.55412	0.27969
PV2_000613	32.85	11.76	-0.798384	0.511125
PV2_000614	65.22	22.54	-1.67956	0.928997
PV2_000615	29.99	9.8	-0.758948	-0.428454
PV2_000616	45.22	22.54	-0.909854	2.44398
PV2_000617	95.21	25.48	-0.984482	1.80299
PV2_000618	34.27	11.76	1.41737	0.366197
PV2_000619	182.8	39.21	0.376205	1.67288
PV2_000620	61.41	15.68	-1.11768	-0.283846
PV2_000621	13.81	12.74	0.25189	1.10448
PV2_000622	12.38	4.9	-1.92031	-1.08635
PV2_000623	1.43	4.9	-1.5958	0.310157
PV2_000624	83.31	20.58	-2.55067	0.532219
PV2_000625	35.23	25.48	0.919912	3.71135
PV2_000626	188.51	28.43	0.400142	-0.419297
PV2_000627	0	0.98	-3.89623	-1.2662
PV2_000628	266.58	61.75	-1.51689	1.53008
PV2_000629	146.14	25.48	0.848336	-0.383084
PV2_000630	22.37	11.76	-3.70528	-0.0144456
PV2_000631	29.51	7.84	1.12901	-0.691697
PV2_000632	45.22	7.84	0.834864	-0.963415
PV2_000633	62.84	17.64	-3.45065	-0.154295
PV2_000634	125.2	10.78	0.694652	-1.2229
PV2_000635	190.89	24.5	-3.63937	0.0739613
PV2_000636	28.09	8.82	-1.66371	-0.297171
PV2_000637	8.57	2.94	-2.48693	-1.15632
PV2_000638	27.13	9.8	1.54037	0.583401
PV2_000639	302.28	29.41	0.606793	0.576188
PV2_000640	81.88	17.64	0.481195	0.527618
PV2_000641	25.71	8.82	1.4189	-0.33953
PV2_000642	10	7.84	0.0194507	0.150957
PV2_000643	32.85	9.8	2.50578	0.122026
PV2_000644	5.71	1.96	2.06613	-0.936375
PV2_000645	238.02	41.17	0.586513	1.62301
PV2_000646	32.37	11.76	2.02591	0.304167
PV2_000647	0.95	4.9	-1.61219	0.305939
PV2_000648	112.34	29.41	2.62002	2.14847
PV2_000649	17.14	2.94	-1.46136	-1.54797
PV2_000650	78.55	12.74	2.01538	-0.235607
PV2_000651	5.24	1.96	1.25461	-0.749652
PV2_000652	4.28	1.96	-1.46694	-1.23902
PV2_000653	1.43	9.8	-1.39688	1.91405
PV2_000654	91.88	15.68	-0.85621	-0.254763
PV2_000655	157.57	47.05	-3.51627	3.2164
PV2_000656	127.58	11.76	-3.86745	-1.15156
PV2_000657	5.24	4.9	1.59961	0.0609273
PV2_000658	122.34	23.52	-0.5955	-0.637656
PV2_000659	22.37	3.92	-1.79926	-1.41657
PV2_000660	106.16	9.8	-2.41425	-1.52886
PV2_000661	5.24	2.94	2.62236	-0.222044
PV2_000662	30.47	8.82	0.701645	-0.384394
PV2_000663	175.18	16.66	0.514575	-1.96295
PV2_000664	44.75	10.78	-0.0168452	-0.492758
PV2_000665	85.69	13.72	1.02064	-0.141678
PV2_000666	200.41	30.39	0.207767	1.02752
PV2_000667	108.06	24.5	0.234574	1.12789
PV2_000668	12.85	11.76	0.598137	0.970393
PV2_000669	187.08	31.37	-0.786863	1.40015
PV2_000670	126.15	10.78	0.274858	-1.94762
PV2_000671	75.21	10.78	1.53693	-0.610552
PV2_000672	142.33	47.05	0.650069	3.38849
PV2_000673	183.75	38.23	0.563425	1.70646
PV2_000674	151.38	51.95	-1.51708	3.3378
PV2_000675	57.6	11.76	-0.980794	-0.660686
PV2_000676	42.84	17.64	0.659455	1.58247
PV2_000677	113.3	118.6	-0.0269954	19.066
PV2_000678	171.37	23.52	-1.18824	-1.24067
PV2_000679	65.22	42.15	-0.889564	5.67455
PV2_000680	52.84	11.76	-0.678872	-0.262756
PV2_000681	24.28	18.62	-0.760579	2.36129
PV2_000682	219.93	25.48	-0.458118	0.791197
PV2_000683	45.22	24.5	-0.400937	2.59945
PV2_000684	2.86	10.78	-0.239551	2.20047
PV2_000685	302.76	30.39	0.50506	0.537789
PV2_000686	32.37	119.58	-2.53616	25.181
PV2_000687	6.66	16.66	-0.841084	2.98569
PV2_000688	41.89	15.68	-1.73893	0.649948
PV2_000689	34.75	14.7	-0.173298	1.08023
PV2_000690	23.33	11.76	-0.490557	0.356208
PV2_000691	6.19	13.72	-1.54192	1.90157
PV2_000692	18.57	6.86	-1.57639	-0.467445
PV2_000693	99.97	13.72	-0.0490836	-0.770433
PV2_000694	19.04	8.82	-1.51028	-0.168927
PV2_000695	26.18	22.54	3.42181	3.61893
PV2_000696	1.43	10.78	-2.9117	1.4456
PV2_000697	288.48	53.91	-1.19781	0.791956
PV2_000698	10.95	4.9	-0.329716	-0.584393
PV2_000699	22.85	11.76	-1.24089	0.639712
PV2_000700	6.19	5.88	-1.68479	-0.24247
PV2_000701	36.65	20.58	-0.434595	1.75994
PV2_000702	4.28	4.9	1.16898	0.226569
PV2_000703	14.76	11.76	1.09522	1.09704
PV2_000704	29.04	5.88	-1.48072	-1.09408
PV2_000705	114.72	23.52	0.161157	0.916352
PV2_000706	15.71	6.86	-0.404741	-0.393285
PV2_000707	9.04	11.76	4.1875	1.63939
PV2_000708	39.51	19.6	0.624094	2.27418
PV2_000709	117.58	27.45	-1.07932	1.53886
PV2_000710	35.23	30.39	-0.653842	4.54368
PV2_000711	9.04	9.8	-1.25757	0.563297
PV2_000712	77.12	12.74	-0.780083	-1.35738
PV2_000713	61.88	8.82	2.49174	-1.14494
PV2_000714	56.17	12.74	0.832386	-0.289785
PV2_000715	82.35	14.7	1.42103	-0.297509
PV2_000716	35.7	16.66	-0.965488	1.06968
PV2_000717	1.43	5.88	-2.9117	0.0852467
PV2_000718	8.57	8.82	-0.638776	0.446687
PV2_000719	15.71	11.76	1.3427	0.962274
PV2_000720	106.63	26.46	-1.42739	1.04226
PV2_000721	67.12	21.56	1.62105	1.96519
PV2_000722	48.56	16.66	1.32128	1.52147
PV2_000723	4.28	5.88	0.393426	0.201495
PV2_000724	144.72	18.62	0.715466	-1.46297
PV2_000725	4.76	1.96	-0.110284	-1.04518
PV2_000726	62.36	25.48	-0.46946	2.57758
PV2_000727	49.98	4.9	0.432612	-1.76537
PV2_000728	14.28	16.66	-0.961815	1.97044
PV2_000729	11.42	2.94	0.382834	-0.828191
PV2_000730	27.61	12.74	-1.00551	0.681185
PV2_000731	83.31	28.43	-0.515425	2.3109
PV2_000732	16.66	169.57	1.89861	40.1988
PV2_000733	66.65	17.64	1.33025	1.06176
PV2_000734	67.6	10.78	-1.40997	-1.48485
PV2_000735	29.51	11.76	-2.77157	0.183363
PV2_000736	39.99	18.62	0.804259	1.77784
PV2_000737	12.38	1.96	1.06037	-1.4914
PV2_000738	77.59	19.6	1.63262	0.935274
PV2_000739	19.99	12.74	1.82274	1.45798
PV2_000740	10	18.62	1.12897	3.52585
PV2_000741	25.71	17.64	0.0150206	1.60281
PV2_000742	4.28	6.86	0.397427	0.606165
PV2_000743	13.81	3.92	-1.24724	-1.05487
PV2_000744	20.47	15.68	0.552141	1.492
PV2_000745	38.56	10.78	1.93665	0.106281
PV2_000746	233.73	31.37	-0.003778	0.553284
PV2_000747	13.33	12.74	-1.14583	1.35319
PV2_000748	25.23	12.74	2.39658	0.867886
PV2_000749	36.18	5.88	-0.545129	-1.4592
PV2_000750	37.61	20.58	-2.3803	2.01222
PV2_000751	293.24	15.68	1.6022	-4.42363
PV2_000752	10.95	12.74	-1.6305	0.884548
PV2_000753	233.73	24.5	-0.0283369	-0.0729844
PV2_000754	11.9	8.82	0.208542	0.337899
PV2_000755	241.83	42.15	-2.05708	-1.2608
PV2_000756	17.14	152.91	0.244105	37.4927
PV2_000757	59.03	32.35	-0.38046	3.60869
PV2_000758	11.9	14.7	-1.92903	1.76428
PV2_000759	12.85	10.78	-1.72659	0.448432
PV2_000760	106.63	26.46	-2.71632	0.605208
PV2_000761	195.18	31.37	-0.141604	1.31705
PV2_000762	8.09	12.74	-2.03398	1.24579
PV2_000763	18.57	4.9	-1.90446	-1.31145
PV2_000764	14.28	20.58	-1.55208	2.72428
PV2_000765	15.71	12.74	-0.232737	1.25335
PV2_000766	8.09	12.74	-2.29142	1.102
PV2_000767	58.08	18.62	-0.267089	1.08676
PV2_000768	0	4.9	-3.31678	-0.0218937
PV2_000769	3.81	15.68	0.442285	3.82928
PV2_000770	49.51	6.86	-0.098373	-1.20874
PV2_000771	5.24	22.54	-4.52804	3.5154
PV2_000772	4.76	2.94	-1.36203	-0.729389
PV2_000773	82.35	29.41	-1.03639	1.96449
PV2_000774	25.71	7.84	1.72853	-0.36684
PV2_000775	19.99	44.11	0.849379	8.18989
PV2_000776	29.51	72.53	2.03005	17.6818
PV2_000777	1.9	62.73	0.393637	25.4435
PV2_000778	3.81	14.7	0.702459	3.58772
PV2_000779	34.75	49.99	-0.450193	9.77493
PV2_000780	8.57	35.29	1.53093	7.97253
PV2_000781	254.68	37.25	-0.966838	-1.727
PV2_000782	27.13	12.74	0.974586	0.923543
PV2_000783	30.94	16.66	-1.70998	0.840497
PV2_000784	21.42	35.29	1.0009	5.91628
PV2_000785	31.42	26.46	-1.33144	3.69755
PV2_000786	206.6	20.58	0.845261	-0.127907
PV2_000787	31.42	6.86	-1.3559	-0.89836
PV2_000788	55.22	14.7	-1.44717	-0.168461
PV2_000789	13.33	3.92	0.869829	-0.821291
PV2_000790	10.95	3.92	-0.0375189	-0.678692
PV2_000791	109.96	17.64	0.901713	-0.430485
PV2_000792	18.57	8.82	0.0956703	0.0797701
PV2_000793	12.38	29.41	-1.80046	4.80839
PV2_000794	61.88	17.64	-1.20173	0.681482
PV2_000795	167.56	21.56	-0.911253	-0.583313
PV2_000796	27.13	8.82	2.08856	-0.239396
PV2_000797	28.56	13.72	1.15757	0.947576
PV2_000798	6.66	9.8	-1.41946	0.805788
PV2_000799	31.42	13.72	1.10596	0.912315
PV2_000800	64.26	49.01	-0.721031	6.9629
PV2_000801	2.86	3.92	0.271826	0.0333203
PV2_000802	44.75	24.5	0.453978	3.27891
PV2_000803	25.23	14.7	1.33609	1.05552
PV2_000804	15.71	12.74	-2.13103	0.584435
PV2_000805	83.78	65.67	-0.675747	9.44571
PV2_000806	25.23	52.93	2.60812	10.1522
PV2_000807	70.45	25.48	-0.0868499	2.23208
PV2_000808	34.27	8.82	-3.12096	-0.835252
PV2_000809	231.83	70.57	-0.889653	3.26303
PV2_000810	12.85	10.78	-2.45389	0.264271
PV2_000811	79.97	16.66	1.07145	0.408402
PV2_000812	17.61	11.76	0.475303	0.974338
PV2_000813	12.38	14.7	-0.0676884	1.76642
PV2_000814	15.23	5.88	3.48953	-0.217619
PV2_000815	14.76	27.45	0.690641	4.36224
PV2_000816	10.95	5.88	-0.893266	-0.526827
PV2_000817	47.6	16.66	0.86698	1.22935
PV2_000818	23.33	18.62	1.84307	2.17166
PV2_000819	10.47	13.72	-0.999792	1.47636
PV2_000820	17.61	18.62	-0.274689	2.10459
PV2_000821	73.31	48.03	-0.765954	6.05404
PV2_000822	72.83	39.21	0.478952	5.51885
PV2_000823	42.37	12.74	1.21373	0.56846
PV2_000824	78.07	36.27	1.89037	4.85137
PV2_000825	10.95	10.78	3.09714	1.15798
PV2_000826	30.47	19.6	0.155008	2.11005
PV2_000827	5.24	4.9	1.33944	-0.0391481
PV2_000828	149	38.23	-2.24231	1.95571
PV2_000829	72.83	26.46	-0.0798819	1.94415
PV2_000830	20.47	26.46	0.448229	3.8814
PV2_000831	4.28	19.6	-1.05519	3.8165
PV2_000832	43.8	10.78	1.18161	-0.277231
PV2_000833	16.19	2.94	1.15736	-1.40942
PV2_000834	51.41	25.48	-0.107078	2.70808
PV2_000835	14.28	15.68	1.55162	1.97088
PV2_000836	83.78	20.58	-0.748871	0.567698
PV2_000837	17.14	2.94	0.139796	-1.39434
PV2_000838	8.09	6.86	-0.0950297	0.314475
PV2_000839	57.12	23.52	0.607536	1.91467
PV2_000840	63.79	12.74	-1.26862	-0.873386
PV2_000841	8.09	2.94	-1.4985	-0.90409
PV2_000842	37.13	15.68	2.84482	1.39367
PV2_000843	8.09	19.6	-0.90921	3.27989
PV2_000844	59.03	14.7	-1.52086	0.17599
PV2_000845	13.33	4.9	0.393925	-0.64087
PV2_000846	36.18	6.86	-0.481768	-1.12531
PV2_000847	79.97	49.01	-2.52186	4.83296
PV2_000848	17.61	14.7	-0.720782	1.13666
PV2_000849	2.38	21.56	-1.77578	3.90426
PV2_000850	18.09	9.8	-1.97301	-0.0955978
PV2_000851	0.95	15.68	-1.8634	3.92591
PV2_000852	25.71	9.8	-1.50973	-0.0368171
PV2_000853	5.71	9.8	-2.0981	0.705451
PV2_000854	25.23	4.9	0.272094	-1.08437
PV2_000855	15.71	6.86	1.56127	-0.0954487
PV2_000856	136.15	44.11	-1.37714	2.00856
PV2_000857	6.19	5.88	-0.848331	-0.198342
PV2_000858	10	8.82	0.305192	0.560226
PV2_000859	39.99	14.7	0.734433	0.70342
PV2_000860	36.65	12.74	-1.20836	0.51789
PV2_000861	144.24	22.54	-1.14202	0.714211
PV2_000862	145.19	20.58	-0.0054585	-0.646373
PV2_000863	41.42	7.84	0.500689	-1.10322
PV2_000864	277.05	31.37	0.891745	-2.34365
PV2_000865	26.18	16.66	0.326365	1.51766
PV2_000866	208.98	28.43	-0.558262	-1.5742
PV2_000867	159	15.68	1.63073	-0.941682
PV2_000868	154.71	20.58	0.575664	-1.16138
PV2_000869	64.26	22.54	-0.836607	1.77778
PV2_000870	10	4.9	1.12897	-0.163872
PV2_000871	136.15	46.07	-1.73941	4.33395
PV2_000872	100.44	123.5	-0.0222183	17.2189
PV2_000873	6.19	3.92	-0.43452	-0.528453
PV2_000874	13.81	3.92	-0.922663	-1.00321
PV2_000875	36.18	13.72	-0.666291	0.126345
PV2_000876	36.18	9.8	-0.13959	-0.495761
PV2_000877	16.19	18.62	-0.185783	2.77724
PV2_000878	27.13	10.78	-0.417062	0.0159158
PV2_000879	129.01	19.6	-1.27881	-0.325384
PV2_000880	75.21	17.64	-1.43861	0.385279
PV2_000881	37.61	17.64	-0.270921	1.07636
PV2_000882	36.18	4.9	1.60659	-1.60385
PV2_000883	35.23	12.74	0.762	0.369883
PV2_000884	60.93	13.72	0.293243	-0.280907
PV2_000885	34.75	34.31	-0.775441	5.46821
PV2_000886	9.04	5.88	-1.44365	-0.360722
PV2_000887	6.19	9.8	-2.28282	0.761095
PV2_000888	10	5.88	1.73442	-0.243792
PV2_000889	91.4	19.6	1.12982	0.0511702
PV2_000890	19.99	10.78	1.09721	0.562311
PV2_000891	25.71	9.8	-2.0638	-0.538916
PV2_000892	21.42	6.86	1.0009	-0.659357
PV2_000893	41.89	15.68	0.609097	0.617734
PV2_000894	3.33	0.98	-1.6042	-1.30009
PV2_000895	16.66	1.96	1.89861	-1.35488
PV2_000896	19.04	11.76	2.28673	0.658031
PV2_000897	37.61	16.66	-1.10924	1.32829
PV2_000898	69.5	20.58	1.76512	1.6178
PV2_000899	85.69	24.5	-0.280287	1.39823
PV2_000900	56.17	11.76	-1.04971	-0.457288
PV2_000901	6.19	10.78	-1.05524	0.904419
PV2_000902	20.47	6.86	-2.31042	-0.67963
PV2_000903	19.99	7.84	2.88841	-0.169824
PV2_000904	17.61	8.82	0.333513	0.140441
PV2_000905	2.38	2.94	0.0565094	-0.222044
PV2_000906	28.56	8.82	1.39809	-0.201968
PV2_000907	59.5	24.5	-1.44179	1.60842
PV2_000908	72.36	16.66	2.24906	0.801449
PV2_000909	11.42	6.86	-0.0580239	-0.122097
PV2_000910	198.98	32.35	0.368219	1.73123
PV2_000911	76.64	25.48	1.82867	1.82485
PV2_000912	166.14	28.43	-0.947158	0.433072
PV2_000913	27.13	20.58	3.06459	2.6309
PV2_000914	4.28	4.9	-0.845699	-0.184048
PV2_000915	74.74	16.66	-1.39319	0.35118
PV2_000916	89.49	21.56	-0.243361	0.489106
PV2_000917	80.45	13.72	-0.161004	-0.890382
PV2_000918	156.14	40.19	-0.13794	3.15536
PV2_000919	53.32	11.76	1.87058	-0.127605
PV2_000920	0.95	6.86	-0.993494	1.50125
PV2_000921	89.02	22.54	-1.7816	1.09414
PV2_000922	47.6	14.7	1.10446	1.03853
PV2_000923	18.09	8.82	0.210577	-0.0691998
PV2_000924	29.04	8.82	-1.89486	-0.783462
PV2_000925	12.38	5.88	-0.0676884	-0.420222
PV2_000926	203.74	20.58	2.5442	-0.163586
PV2_000927	23.33	13.72	2.88806	1.50365
PV2_000928	10.47	5.88	-0.304084	-0.239396
PV2_000929	19.52	15.68	-1.51353	1.76145
PV2_000930	53.32	35.29	0.441311	5.1131
PV2_000931	76.17	22.54	-0.252196	1.45215
PV2_000932	26.66	8.82	-1.69534	-0.689546
PV2_000933	46.18	4.9	1.9135	-1.48843
PV2_000934	24.28	16.66	-0.936897	1.73749
PV2_000935	111.87	41.17	-1.13837	2.8753
PV2_000936	41.42	21.56	0.377401	1.76649
PV2_000937	0.95	0.98	1.0872	-0.532639
PV2_000938	26.66	7.84	-2.23004	-0.437291
PV2_000939	162.33	50.97	-0.914672	3.88517
PV2_000940	142.81	13.72	0.883629	-1.68313
PV2_000941	8.57	8.82	-1.23194	0.457498
PV2_000942	3.81	13.72	-1.22134	2.25071
PV2_000943	7.62	1.96	-2.14051	-1.36975
PV2_000944	4.28	2.94	-1.46694	-0.966946
PV2_000945	9.52	11.76	-2.79223	1.06301
PV2_000946	46.18	6.86	-0.52654	-1.60807
PV2_000947	158.52	24.5	-1.0771	0.713321
PV2_000948	7.14	23.52	2.2539	4.44068
PV2_000949	18.57	19.6	2.31592	2.51458
PV2_000950	20.47	10.78	1.29092	0.572663
PV2_000951	28.56	5.88	1.59	-0.854599
PV2_000952	25.23	13.72	-3.56867	0.746404
PV2_000953	62.84	15.68	0.53949	0.0775609
PV2_000954	29.04	14.7	3.85864	1.26731
PV2_000955	3.33	26.46	-2.02318	5.61273
PV2_000956	0	0.98	-1.34028	-0.700338
PV2_000957	43.32	21.56	0.485973	2.15625
PV2_000958	3.81	3.92	-0.0290402	-0.297671
PV2_000959	14.76	13.72	0.713503	1.36975
PV2_000960	43.32	14.7	0.189656	1.00319
PV2_000961	2.38	1.96	2.40133	-0.420839
PV2_000962	10	12.74	-2.69117	1.26183
PV2_000963	22.85	17.64	-1.50233	1.87257
PV2_000964	54.74	8.82	-0.79164	-0.904139
PV2_000965	13.81	5.88	1.86657	-0.41938
PV2_000966	22.37	6.86	1.77612	-0.372554
PV2_000967	29.04	3.92	-0.130224	-1.60142
PV2_000968	52.84	5.88	-1.29081	-1.73507
PV2_000969	14.28	12.74	-1.064	0.996697
PV2_000970	38.56	11.76	-1.96146	-0.520148
PV2_000971	14.76	7.84	-0.484746	0.0742324
PV2_000972	6.19	10.78	-1.68479	1.04871
PV2_000973	50.94	20.58	-0.30181	1.51472
PV2_000974	128.05	20.58	-0.0609943	0.328807
PV2_000975	50.94	10.78	-0.405429	-0.72932
PV2_000976	45.7	12.74	-1.31071	-0.402923
PV2_000977	55.22	12.74	2.62558	-0.0168984
PV2_000978	57.12	15.68	-1.93198	0.16106
PV2_000979	11.9	8.82	0.05988	0.271199
PV2_000980	134.24	20.58	1.84494	-0.691555
PV2_000981	50.46	12.74	-1.37738	-0.482828
PV2_000982	262.77	42.15	-1.31226	1.15675
PV2_000983	34.27	10.78	-0.30091	0.0694579
PV2_000984	84.73	24.5	0.775322	1.71685
PV2_000985	24.75	4.9	0.392262	-1.07306
PV2_000986	7.62	15.68	-2.14051	2.03169
PV2_000987	79.5	4.9	0.991801	-1.8943
PV2_000988	17.14	4.9	0.256345	-0.882298
PV2_000989	9.52	23.52	1.77009	4.10266
PV2_000990	6.66	8.82	-0.270422	0.586269
PV2_000991	15.23	7.84	-0.387899	0.00974722
PV2_000992	29.99	15.68	-1.36515	1.28137
PV2_000993	29.04	4.9	-0.728473	-1.395
PV2_000994	130.43	32.35	0.33035	2.44359
PV2_000995	86.16	25.48	-0.516761	1.1475
PV2_000996	74.26	24.5	-1.69379	1.56873
PV2_000997	99.02	10.78	-2.18535	-2.26122
PV2_000998	15.23	25.48	-1.05479	3.92924
PV2_000999	26.66	8.82	-0.545364	-0.188335
PV2_001000	17.61	11.76	-0.0738367	0.649758
PV2_001001	40.46	9.8	0.731927	-0.181673
PV2_001002	125.2	21.56	0.348487	-0.0660615
PV2_001003	22.85	20.58	1.55412	2.54636
PV2_001004	71.88	8.82	-2.46218	-2.0044
PV2_001005	247.54	39.21	-0.151131	-0.116718
PV2_001006	30.94	5.88	1.20628	-0.814175
PV2_001007	107.11	38.23	-1.74609	2.3128
PV2_001008	125.67	14.7	2.68767	-0.982284
PV2_001009	79.97	13.72	-1.10827	-0.521871
PV2_001010	38.08	16.66	-0.824265	1.54267
PV2_001011	32.85	17.64	-1.38476	0.971534
PV2_001012	59.5	19.6	-0.14695	1.14298
PV2_001013	101.87	30.39	-0.997338	1.43367
PV2_001014	25.23	11.76	-1.97238	0.156491
PV2_001015	19.99	5.88	-1.15619	-0.779934
PV2_001016	39.99	29.41	0.941502	4.67014
PV2_001017	9.04	10.78	-1.11403	0.853094
PV2_001018	7.62	4.9	2.44889	-0.243036
PV2_001019	7.14	39.21	-1.89322	7.47934
PV2_001020	51.89	31.37	0.0228603	4.04407
PV2_001021	47.13	8.82	0.759599	-0.629395
PV2_001022	133.29	19.6	2.64463	-0.76039
PV2_001023	0.95	2.94	-0.482446	-0.0639412
PV2_001024	79.02	13.72	1.96291	-0.198332
PV2_001025	55.7	21.56	-1.08657	1.5828
PV2_001026	81.4	31.37	-1.02445	2.51951
PV2_001027	1.9	0	-0.646711	-1.77533
PV2_001028	69.98	42.15	-1.45824	4.55474
PV2_001029	112.82	24.5	0.879749	1.28078
PV2_001030	20.95	8.82	-2.04952	-0.268967
PV2_001031	29.99	11.76	-2.05221	-0.373779
PV2_001032	44.27	17.64	-1.5631	0.794811
PV2_001033	30.47	21.56	-1.1027	2.93374
PV2_001034	78.07	27.45	0.0162432	2.41828
PV2_001035	18.09	19.6	0.63899	3.01847
PV2_001036	53.32	36.27	-1.2502	4.54375
PV2_001037	13.33	1.96	-1.38584	-1.69642
PV2_001038	31.42	7.84	-1.54376	-0.633603
PV2_001039	52.84	17.64	-1.29081	0.711901
PV2_001040	17.61	2.94	-2.02306	-1.65933
PV2_001041	9.04	6.86	-0.521418	-0.134211
PV2_001042	139	32.35	-0.561999	1.10836
PV2_001043	89.97	21.56	-0.0465775	0.701662
PV2_001044	117.11	21.56	-0.380108	0.156815
PV2_001045	47.6	28.43	-1.42405	3.65997
PV2_001046	40.94	11.76	-0.128922	-0.240538
PV2_001047	36.18	16.66	-0.666291	0.768427
PV2_001048	44.27	13.72	-1.76677	-0.299104
PV2_001049	12.38	10.78	-1.90265	0.432343
PV2_001050	31.42	22.54	-0.00262953	3.09126
PV2_001051	133.77	36.27	0.567175	1.16658
PV2_001052	20.47	13.72	0.659765	1.11161
PV2_001053	19.52	6.86	-2.52984	-0.78716
PV2_001054	1.43	2.94	-1.5958	-0.532639
PV2_001055	26.66	14.7	-2.77281	0.255198
PV2_001056	27.61	3.92	0.178771	-1.30781
PV2_001057	120.44	30.39	1.25844	1.57862
PV2_001058	4.28	5.88	-2.34661	-0.243792
PV2_001059	58.08	18.62	-1.15318	1.04052
PV2_001060	231.35	23.52	2.13405	-1.04608
PV2_001061	129.48	26.46	2.68905	1.43566
PV2_001062	45.22	23.52	-1.13472	2.40473
PV2_001063	205.17	42.15	-0.377106	1.05701
PV2_001064	62.36	18.62	0.0459493	0.582784
PV2_001065	59.98	10.78	-0.331716	-0.520341
PV2_001066	142.81	22.54	0.765292	-0.450577
PV2_001067	114.72	33.33	-0.215147	2.19159
PV2_001068	37.13	6.86	-1.33639	-1.12647
PV2_001069	64.26	22.54	0.546811	1.61572
PV2_001070	151.86	12.74	4.03325	-2.07003
PV2_001071	20.47	18.62	-2.55329	1.97385
