* Barcode = NA
* Block Type = 384-Well Block
* Calibration ABY is expired  = No
* Calibration ABY performed on  = 07-11-2018 11:17:53 MST
* Calibration Background is expired  = No
* Calibration Background performed on  = 07-11-2018 09:36:34 MST
* Calibration CY5 is expired  = No
* Calibration CY5 performed on  = 07-11-2018 11:28:15 MST
* Calibration FAM is expired  = No
* Calibration FAM performed on  = 07-11-2018 10:40:32 MST
* Calibration JUN is expired  = No
* Calibration JUN performed on  = 07-11-2018 11:36:47 MST
* Calibration MUSTANGPUR is expired  = No
* Calibration MUSTANGPUR performed on  = 07-11-2018 11:02:57 MST
* Calibration NED is expired  = No
* Calibration NED performed on  = 07-11-2018 10:31:36 MST
* Calibration ROI is expired  = No
* Calibration ROI performed on  = 07-11-2018 09:24:21 MST
* Calibration ROX is expired  = No
* Calibration ROX performed on  = 07-11-2018 10:50:07 MST
* Calibration SYBR is expired  = No
* Calibration SYBR performed on  = 07-11-2018 10:20:52 MST
* Calibration TAMRA is expired  = No
* Calibration TAMRA performed on  = 07-11-2018 10:01:27 MST
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on  = 07-11-2018 09:50:57 MST
* Calibration VIC is expired  = No
* Calibration VIC performed on  = 07-11-2018 10:11:01 MST
* Chemistry = SYBR_GREEN
* Comment = NA
* Date Created = 10-10-2018 10:01:10 MST
* Experiment File Name = C:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\MH\MH 3-8.eds
* Experiment Name = MH 3-8
* Experiment Run End Time = 10-09-2018 19:42:07 MST
* Experiment Type = Standard Curve
* Instrument Name = 285881215
* Instrument Serial Number = 285881215
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Comments	Y-Intercept	R(superscript 2)	Slope	Amp Score	Cq Conf	Tm1	Tm2	Tm3	Dyes	Quantity	Target	Task	MTP	AMPNC	HIGHSD
83	D11	79	80.324	1.907	0.914
83	D11	80	80.583	1.823	1.009
83	D11	81	80.841	1.736	1.129
83	D11	82	81.100	1.638	1.275
83	D11	83	81.358	1.536	1.436
83	D11	84	81.617	1.391	1.591
83	D11	85	81.875	1.215	1.714
83	D11	86	82.134	0.981	1.775
83	D11	87	82.392	0.718	1.751
83	D11	88	82.651	0.465	1.636
83	D11	89	82.909	0.275	1.442
83	D11	90	83.168	0.158	1.198
83	D11	91	83.426	0.102	0.938
83	D11	92	83.685	0.078	0.696
83	D11	93	83.943	0.066	0.494
83	D11	94	84.202	0.055	0.343
83	D11	95	84.460	0.046	0.239
83	D11	96	84.719	0.036	0.173
83	D11	97	84.977	0.023	0.133
83	D11	98	85.236	0.011	0.107
83	D11	99	85.494	-0.001	0.089
83	D11	100	85.753	-0.008	0.073
83	D11	101	86.011	-0.013	0.058
83	D11	102	86.270	-0.016	0.045
83	D11	103	86.529	-0.018	0.033
83	D11	104	86.787	-0.018	0.023
83	D11	105	87.046	-0.018	0.016
83	D11	106	87.304	-0.019	0.011
83	D11	107	87.563	-0.020	0.008
83	D11	108	87.821	-0.019	0.006
83	D11	109	88.080	-0.020	0.004
83	D11	110	88.338	-0.020	0.004
83	D11	111	88.597	-0.020	0.003
83	D11	112	88.855	-0.021	0.003
83	D11	113	89.114	-0.022	0.003
83	D11	114	89.372	-0.021	0.002
83	D11	115	89.631	-0.022	0.002
83	D11	116	89.889	-0.022	0.002
83	D11	117	90.148	-0.022	0.002
83	D11	118	90.406	-0.021	0.002
83	D11	119	90.665	-0.022	0.002
83	D11	120	90.923	-0.022	0.002
83	D11	121	91.182	-0.022	0.002
83	D11	122	91.440	-0.023	0.002
83	D11	123	91.699	-0.024	0.002
83	D11	124	91.957	-0.023	0.002
83	D11	125	92.216	-0.023	0.002
83	D11	126	92.474	-0.023	0.001
83	D11	127	92.733	-0.023	0.001
83	D11	128	92.991	-0.024	0.001
83	D11	129	93.250	-0.024	0.001
83	D11	130	93.508	-0.024	0.001
83	D11	131	93.767	-0.024	0.001
83	D11	132	94.025	-0.023	0.001
83	D11	133	94.284	-0.024	0.000
83	D11	134	94.542	-0.024	0.000
83	D11	135	94.801	-0.024	0.000
97	E1	1	60.160	4.535	0.224
97	E1	2	60.419	4.513	0.224
97	E1	3	60.677	4.484	0.224
97	E1	4	60.936	4.469	0.224
97	E1	5	61.194	4.449	0.226
97	E1	6	61.453	4.417	0.228
97	E1	7	61.711	4.397	0.231
97	E1	8	61.970	4.370	0.234
97	E1	9	62.228	4.343	0.235
97	E1	10	62.487	4.316	0.234
97	E1	11	62.745	4.272	0.232
97	E1	12	63.004	4.261	0.229
97	E1	13	63.262	4.235	0.226
97	E1	14	63.521	4.213	0.224
97	E1	15	63.779	4.192	0.224
97	E1	16	64.038	4.156	0.225
97	E1	17	64.296	4.146	0.227
97	E1	18	64.555	4.110	0.230
97	E1	19	64.813	4.086	0.232
97	E1	20	65.072	4.061	0.234
97	E1	21	65.330	4.041	0.235
97	E1	22	65.589	4.005	0.235
97	E1	23	65.847	3.974	0.234
97	E1	24	66.106	3.963	0.234
97	E1	25	66.365	3.924	0.234
97	E1	26	66.623	3.907	0.235
97	E1	27	66.882	3.878	0.235
97	E1	28	67.140	3.856	0.235
97	E1	29	67.399	3.829	0.235
97	E1	30	67.657	3.788	0.233
97	E1	31	67.916	3.770	0.232
97	E1	32	68.174	3.742	0.231
97	E1	33	68.433	3.727	0.231
97	E1	34	68.691	3.700	0.233
97	E1	35	68.950	3.671	0.235
97	E1	36	69.208	3.652	0.237
97	E1	37	69.467	3.617	0.238
97	E1	38	69.725	3.583	0.237
97	E1	39	69.984	3.553	0.235
97	E1	40	70.242	3.541	0.233
97	E1	41	70.501	3.516	0.232
97	E1	42	70.759	3.480	0.232
97	E1	43	71.018	3.465	0.233
97	E1	44	71.276	3.430	0.235
97	E1	45	71.535	3.411	0.236
97	E1	46	71.793	3.389	0.237
97	E1	47	72.052	3.340	0.237
97	E1	48	72.310	3.325	0.236
97	E1	49	72.569	3.304	0.234
97	E1	50	72.827	3.272	0.231
97	E1	51	73.086	3.248	0.228
97	E1	52	73.344	3.212	0.225
97	E1	53	73.603	3.199	0.223
97	E1	54	73.861	3.170	0.221
97	E1	55	74.120	3.157	0.221
97	E1	56	74.378	3.127	0.221
97	E1	57	74.637	3.100	0.220
97	E1	58	74.895	3.063	0.219
97	E1	59	75.154	3.047	0.218
97	E1	60	75.412	3.029	0.216
97	E1	61	75.671	2.998	0.216
97	E1	62	75.929	2.983	0.217
97	E1	63	76.188	2.955	0.218
97	E1	64	76.447	2.927	0.220
97	E1	65	76.705	2.906	0.221
97	E1	66	76.964	2.874	0.221
97	E1	67	77.222	2.849	0.220
97	E1	68	77.481	2.831	0.219
97	E1	69	77.739	2.806	0.218
97	E1	70	77.998	2.778	0.217
97	E1	71	78.256	2.756	0.216
97	E1	72	78.515	2.729	0.215
97	E1	73	78.773	2.705	0.213
97	E1	74	79.032	2.683	0.212
97	E1	75	79.290	2.657	0.212
97	E1	76	79.549	2.637	0.214
97	E1	77	79.807	2.619	0.219
97	E1	78	80.066	2.591	0.228
97	E1	79	80.324	2.566	0.242
97	E1	80	80.583	2.547	0.262
97	E1	81	80.841	2.514	0.287
97	E1	82	81.100	2.485	0.318
97	E1	83	81.358	2.453	0.353
97	E1	84	81.617	2.413	0.387
97	E1	85	81.875	2.366	0.416
97	E1	86	82.134	2.313	0.437
97	E1	87	82.392	2.226	0.447
97	E1	88	82.651	2.165	0.449
97	E1	89	82.909	2.122	0.451
97	E1	90	83.168	2.085	0.463
97	E1	91	83.426	2.058	0.499
97	E1	92	83.685	2.010	0.571
97	E1	93	83.943	1.975	0.690
97	E1	94	84.202	1.917	0.858
97	E1	95	84.460	1.845	1.068
97	E1	96	84.719	1.731	1.303
97	E1	97	84.977	1.562	1.533
97	E1	98	85.236	1.323	1.718
97	E1	99	85.494	1.055	1.820
97	E1	100	85.753	0.723	1.809
97	E1	101	86.011	0.356	1.680
97	E1	102	86.270	0.106	1.451
97	E1	103	86.529	0.045	1.162
97	E1	104	86.787	0.037	0.861
97	E1	105	87.046	0.033	0.590
97	E1	106	87.304	0.029	0.375
97	E1	107	87.563	0.026	0.224
97	E1	108	87.821	0.024	0.128
97	E1	109	88.080	0.021	0.074
97	E1	110	88.338	0.019	0.047
97	E1	111	88.597	0.016	0.035
97	E1	112	88.855	0.013	0.030
97	E1	113	89.114	0.009	0.029
97	E1	114	89.372	0.005	0.029
97	E1	115	89.631	0.002	0.029
97	E1	116	89.889	-0.002	0.029
97	E1	117	90.148	-0.005	0.028
97	E1	118	90.406	-0.008	0.026
97	E1	119	90.665	-0.010	0.025
97	E1	120	90.923	-0.013	0.024
97	E1	121	91.182	-0.015	0.022
97	E1	122	91.440	-0.017	0.021
97	E1	123	91.699	-0.020	0.020
97	E1	124	91.957	-0.022	0.018
97	E1	125	92.216	-0.024	0.017
97	E1	126	92.474	-0.026	0.015
97	E1	127	92.733	-0.027	0.013
97	E1	128	92.991	-0.028	0.011
97	E1	129	93.250	-0.028	0.009
97	E1	130	93.508	-0.029	0.007
97	E1	131	93.767	-0.029	0.006
97	E1	132	94.025	-0.030	0.004
97	E1	133	94.284	-0.030	0.003
97	E1	134	94.542	-0.030	0.002
97	E1	135	94.801	-0.031	0.001
98	E2	1	60.160	4.700	0.247
98	E2	2	60.419	4.670	0.249
98	E2	3	60.677	4.637	0.249
98	E2	4	60.936	4.619	0.248
98	E2	5	61.194	4.581	0.245
98	E2	6	61.453	4.555	0.242
98	E2	7	61.711	4.527	0.241
98	E2	8	61.970	4.521	0.241
98	E2	9	62.228	4.483	0.243
98	E2	10	62.487	4.464	0.246
98	E2	11	62.745	4.433	0.248
98	E2	12	63.004	4.397	0.248
98	E2	13	63.262	4.362	0.247
98	E2	14	63.521	4.338	0.246
98	E2	15	63.779	4.329	0.244
98	E2	16	64.038	4.297	0.244
98	E2	17	64.296	4.265	0.245
98	E2	18	64.555	4.242	0.245
98	E2	19	64.813	4.205	0.246
98	E2	20	65.072	4.183	0.247
98	E2	21	65.330	4.163	0.247
98	E2	22	65.589	4.128	0.247
98	E2	23	65.847	4.110	0.247
98	E2	24	66.106	4.073	0.246
98	E2	25	66.365	4.043	0.245
98	E2	26	66.623	4.024	0.244
98	E2	27	66.882	3.991	0.244
98	E2	28	67.140	3.972	0.244
98	E2	29	67.399	3.939	0.245
98	E2	30	67.657	3.926	0.246
98	E2	31	67.916	3.878	0.248
98	E2	32	68.174	3.865	0.249
98	E2	33	68.433	3.833	0.249
98	E2	34	68.691	3.808	0.249
98	E2	35	68.950	3.771	0.249
98	E2	36	69.208	3.742	0.249
98	E2	37	69.467	3.732	0.248
98	E2	38	69.725	3.700	0.249
98	E2	39	69.984	3.668	0.249
98	E2	40	70.242	3.634	0.248
98	E2	41	70.501	3.610	0.247
98	E2	42	70.759	3.586	0.245
98	E2	43	71.018	3.559	0.243
98	E2	44	71.276	3.529	0.241
98	E2	45	71.535	3.502	0.238
98	E2	46	71.793	3.473	0.236
98	E2	47	72.052	3.449	0.234
98	E2	48	72.310	3.429	0.233
98	E2	49	72.569	3.400	0.233
98	E2	50	72.827	3.368	0.234
98	E2	51	73.086	3.355	0.236
98	E2	52	73.344	3.326	0.238
98	E2	53	73.603	3.297	0.241
98	E2	54	73.861	3.266	0.242
98	E2	55	74.120	3.241	0.242
98	E2	56	74.378	3.218	0.241
98	E2	57	74.637	3.186	0.238
98	E2	58	74.895	3.158	0.235
98	E2	59	75.154	3.124	0.232
98	E2	60	75.412	3.113	0.229
98	E2	61	75.671	3.087	0.228
98	E2	62	75.929	3.071	0.227
98	E2	63	76.188	3.029	0.227
98	E2	64	76.447	3.003	0.228
98	E2	65	76.705	2.987	0.228
98	E2	66	76.964	2.965	0.228
98	E2	67	77.222	2.930	0.228
98	E2	68	77.481	2.906	0.227
98	E2	69	77.739	2.884	0.225
98	E2	70	77.998	2.853	0.224
98	E2	71	78.256	2.835	0.222
98	E2	72	78.515	2.803	0.221
98	E2	73	78.773	2.790	0.221
98	E2	74	79.032	2.763	0.221
98	E2	75	79.290	2.732	0.223
98	E2	76	79.549	2.712	0.225
98	E2	77	79.807	2.687	0.231
98	E2	78	80.066	2.665	0.239
98	E2	79	80.324	2.639	0.252
98	E2	80	80.583	2.609	0.272
98	E2	81	80.841	2.585	0.299
98	E2	82	81.100	2.564	0.333
98	E2	83	81.358	2.524	0.371
98	E2	84	81.617	2.483	0.409
98	E2	85	81.875	2.430	0.440
98	E2	86	82.134	2.360	0.461
98	E2	87	82.392	2.288	0.469
98	E2	88	82.651	2.218	0.470
98	E2	89	82.909	2.178	0.471
98	E2	90	83.168	2.141	0.485
98	E2	91	83.426	2.110	0.527
98	E2	92	83.685	2.068	0.609
98	E2	93	83.943	2.032	0.739
98	E2	94	84.202	1.965	0.921
98	E2	95	84.460	1.872	1.145
98	E2	96	84.719	1.760	1.391
98	E2	97	84.977	1.582	1.627
98	E2	98	85.236	1.345	1.809
98	E2	99	85.494	1.036	1.898
98	E2	100	85.753	0.677	1.867
98	E2	101	86.011	0.309	1.713
98	E2	102	86.270	0.093	1.459
98	E2	103	86.529	0.054	1.152
98	E2	104	86.787	0.047	0.841
98	E2	105	87.046	0.042	0.569
98	E2	106	87.304	0.039	0.359
98	E2	107	87.563	0.034	0.215
98	E2	108	87.821	0.031	0.126
98	E2	109	88.080	0.028	0.078
98	E2	110	88.338	0.024	0.055
98	E2	111	88.597	0.018	0.045
98	E2	112	88.855	0.014	0.042
98	E2	113	89.114	0.010	0.041
98	E2	114	89.372	0.005	0.041
98	E2	115	89.631	0.000	0.041
98	E2	116	89.889	-0.006	0.040
98	E2	117	90.148	-0.010	0.038
98	E2	118	90.406	-0.013	0.037
98	E2	119	90.665	-0.017	0.035
98	E2	120	90.923	-0.021	0.033
98	E2	121	91.182	-0.024	0.031
98	E2	122	91.440	-0.027	0.029
98	E2	123	91.699	-0.030	0.027
98	E2	124	91.957	-0.032	0.025
98	E2	125	92.216	-0.035	0.023
98	E2	126	92.474	-0.038	0.020
98	E2	127	92.733	-0.039	0.018
98	E2	128	92.991	-0.040	0.015
98	E2	129	93.250	-0.043	0.013
98	E2	130	93.508	-0.043	0.010
98	E2	131	93.767	-0.043	0.008
98	E2	132	94.025	-0.044	0.006
98	E2	133	94.284	-0.044	0.005
98	E2	134	94.542	-0.045	0.003
98	E2	135	94.801	-0.045	0.002
99	E3	1	60.160	4.774	0.247
99	E3	2	60.419	4.746	0.252
99	E3	3	60.677	4.720	0.257
99	E3	4	60.936	4.699	0.260
99	E3	5	61.194	4.660	0.261
99	E3	6	61.453	4.626	0.259
99	E3	7	61.711	4.599	0.256
99	E3	8	61.970	4.568	0.252
99	E3	9	62.228	4.555	0.249
99	E3	10	62.487	4.523	0.247
99	E3	11	62.745	4.492	0.246
99	E3	12	63.004	4.475	0.245
99	E3	13	63.262	4.439	0.245
99	E3	14	63.521	4.407	0.245
99	E3	15	63.779	4.392	0.244
99	E3	16	64.038	4.369	0.244
99	E3	17	64.296	4.319	0.244
99	E3	18	64.555	4.315	0.245
99	E3	19	64.813	4.279	0.247
99	E3	20	65.072	4.264	0.250
99	E3	21	65.330	4.225	0.254
99	E3	22	65.589	4.204	0.257
99	E3	23	65.847	4.172	0.259
99	E3	24	66.106	4.134	0.259
99	E3	25	66.365	4.120	0.259
99	E3	26	66.623	4.079	0.258
99	E3	27	66.882	4.058	0.256
99	E3	28	67.140	4.024	0.255
99	E3	29	67.399	4.001	0.253
99	E3	30	67.657	3.980	0.252
99	E3	31	67.916	3.942	0.250
99	E3	32	68.174	3.914	0.249
99	E3	33	68.433	3.890	0.248
99	E3	34	68.691	3.866	0.248
99	E3	35	68.950	3.829	0.249
99	E3	36	69.208	3.824	0.250
99	E3	37	69.467	3.781	0.251
99	E3	38	69.725	3.746	0.251
99	E3	39	69.984	3.730	0.251
99	E3	40	70.242	3.693	0.250
99	E3	41	70.501	3.671	0.248
99	E3	42	70.759	3.651	0.247
99	E3	43	71.018	3.610	0.246
99	E3	44	71.276	3.588	0.245
99	E3	45	71.535	3.557	0.244
99	E3	46	71.793	3.541	0.244
99	E3	47	72.052	3.512	0.243
99	E3	48	72.310	3.479	0.243
99	E3	49	72.569	3.451	0.242
99	E3	50	72.827	3.427	0.240
99	E3	51	73.086	3.402	0.239
99	E3	52	73.344	3.373	0.237
99	E3	53	73.603	3.348	0.236
99	E3	54	73.861	3.325	0.236
99	E3	55	74.120	3.298	0.236
99	E3	56	74.378	3.279	0.237
99	E3	57	74.637	3.241	0.238
99	E3	58	74.895	3.217	0.238
99	E3	59	75.154	3.190	0.238
99	E3	60	75.412	3.167	0.239
99	E3	61	75.671	3.146	0.239
99	E3	62	75.929	3.115	0.238
99	E3	63	76.188	3.081	0.237
99	E3	64	76.447	3.061	0.235
99	E3	65	76.705	3.025	0.232
99	E3	66	76.964	3.016	0.229
99	E3	67	77.222	2.982	0.227
99	E3	68	77.481	2.963	0.226
99	E3	69	77.739	2.935	0.226
99	E3	70	77.998	2.906	0.226
99	E3	71	78.256	2.886	0.227
99	E3	72	78.515	2.862	0.227
99	E3	73	78.773	2.832	0.228
99	E3	74	79.032	2.811	0.229
99	E3	75	79.290	2.789	0.231
99	E3	76	79.549	2.755	0.233
99	E3	77	79.807	2.730	0.237
99	E3	78	80.066	2.713	0.245
99	E3	79	80.324	2.682	0.258
99	E3	80	80.583	2.662	0.278
99	E3	81	80.841	2.632	0.305
99	E3	82	81.100	2.601	0.339
99	E3	83	81.358	2.572	0.377
99	E3	84	81.617	2.526	0.416
99	E3	85	81.875	2.473	0.448
99	E3	86	82.134	2.407	0.470
99	E3	87	82.392	2.334	0.480
99	E3	88	82.651	2.260	0.481
99	E3	89	82.909	2.211	0.483
99	E3	90	83.168	2.177	0.496
99	E3	91	83.426	2.148	0.536
99	E3	92	83.685	2.110	0.616
99	E3	93	83.943	2.062	0.745
99	E3	94	84.202	1.998	0.924
99	E3	95	84.460	1.912	1.147
99	E3	96	84.719	1.794	1.393
99	E3	97	84.977	1.628	1.630
99	E3	98	85.236	1.363	1.818
99	E3	99	85.494	1.087	1.916
99	E3	100	85.753	0.740	1.897
99	E3	101	86.011	0.366	1.754
99	E3	102	86.270	0.123	1.509
99	E3	103	86.529	0.062	1.204
99	E3	104	86.787	0.051	0.889
99	E3	105	87.046	0.047	0.607
99	E3	106	87.304	0.044	0.385
99	E3	107	87.563	0.042	0.229
99	E3	108	87.821	0.039	0.131
99	E3	109	88.080	0.037	0.076
99	E3	110	88.338	0.034	0.049
99	E3	111	88.597	0.030	0.038
99	E3	112	88.855	0.026	0.034
99	E3	113	89.114	0.023	0.033
99	E3	114	89.372	0.019	0.033
99	E3	115	89.631	0.015	0.034
99	E3	116	89.889	0.011	0.034
99	E3	117	90.148	0.007	0.033
99	E3	118	90.406	0.004	0.033
99	E3	119	90.665	-0.000	0.032
99	E3	120	90.923	-0.005	0.031
99	E3	121	91.182	-0.006	0.030
99	E3	122	91.440	-0.010	0.028
99	E3	123	91.699	-0.013	0.027
99	E3	124	91.957	-0.016	0.025
99	E3	125	92.216	-0.019	0.023
99	E3	126	92.474	-0.020	0.020
99	E3	127	92.733	-0.022	0.018
99	E3	128	92.991	-0.024	0.015
99	E3	129	93.250	-0.025	0.013
99	E3	130	93.508	-0.025	0.011
99	E3	131	93.767	-0.026	0.008
99	E3	132	94.025	-0.027	0.007
99	E3	133	94.284	-0.028	0.005
99	E3	134	94.542	-0.028	0.003
99	E3	135	94.801	-0.028	0.002
100	E4	1	60.160	4.894	0.267
100	E4	2	60.419	4.862	0.272
100	E4	3	60.677	4.826	0.275
100	E4	4	60.936	4.794	0.276
100	E4	5	61.194	4.763	0.273
100	E4	6	61.453	4.729	0.269
100	E4	7	61.711	4.708	0.264
100	E4	8	61.970	4.669	0.260
100	E4	9	62.228	4.658	0.257
100	E4	10	62.487	4.626	0.257
100	E4	11	62.745	4.587	0.258
100	E4	12	63.004	4.576	0.260
100	E4	13	63.262	4.540	0.261
100	E4	14	63.521	4.499	0.263
100	E4	15	63.779	4.486	0.263
100	E4	16	64.038	4.456	0.262
100	E4	17	64.296	4.420	0.260
100	E4	18	64.555	4.386	0.257
100	E4	19	64.813	4.366	0.254
100	E4	20	65.072	4.331	0.252
100	E4	21	65.330	4.316	0.251
100	E4	22	65.589	4.289	0.253
100	E4	23	65.847	4.261	0.255
100	E4	24	66.106	4.230	0.258
100	E4	25	66.365	4.200	0.259
100	E4	26	66.623	4.166	0.260
100	E4	27	66.882	4.141	0.260
100	E4	28	67.140	4.115	0.259
100	E4	29	67.399	4.081	0.259
100	E4	30	67.657	4.065	0.259
100	E4	31	67.916	4.023	0.258
100	E4	32	68.174	4.006	0.257
100	E4	33	68.433	3.964	0.255
100	E4	34	68.691	3.941	0.253
100	E4	35	68.950	3.917	0.251
100	E4	36	69.208	3.889	0.250
100	E4	37	69.467	3.860	0.248
100	E4	38	69.725	3.834	0.248
100	E4	39	69.984	3.813	0.247
100	E4	40	70.242	3.771	0.247
100	E4	41	70.501	3.751	0.248
100	E4	42	70.759	3.728	0.249
100	E4	43	71.018	3.699	0.250
100	E4	44	71.276	3.678	0.252
100	E4	45	71.535	3.631	0.253
100	E4	46	71.793	3.616	0.254
100	E4	47	72.052	3.586	0.254
100	E4	48	72.310	3.559	0.253
100	E4	49	72.569	3.516	0.251
100	E4	50	72.827	3.503	0.250
100	E4	51	73.086	3.476	0.250
100	E4	52	73.344	3.450	0.250
100	E4	53	73.603	3.420	0.250
100	E4	54	73.861	3.385	0.249
100	E4	55	74.120	3.364	0.248
100	E4	56	74.378	3.340	0.246
100	E4	57	74.637	3.309	0.243
100	E4	58	74.895	3.273	0.240
100	E4	59	75.154	3.250	0.237
100	E4	60	75.412	3.232	0.235
100	E4	61	75.671	3.211	0.235
100	E4	62	75.929	3.178	0.235
100	E4	63	76.188	3.154	0.236
100	E4	64	76.447	3.125	0.237
100	E4	65	76.705	3.096	0.237
100	E4	66	76.964	3.073	0.237
100	E4	67	77.222	3.052	0.237
100	E4	68	77.481	3.022	0.236
100	E4	69	77.739	2.990	0.236
100	E4	70	77.998	2.969	0.236
100	E4	71	78.256	2.945	0.235
100	E4	72	78.515	2.914	0.235
100	E4	73	78.773	2.893	0.234
100	E4	74	79.032	2.865	0.234
100	E4	75	79.290	2.836	0.234
100	E4	76	79.549	2.811	0.236
100	E4	77	79.807	2.793	0.241
100	E4	78	80.066	2.765	0.250
100	E4	79	80.324	2.736	0.265
100	E4	80	80.583	2.715	0.287
100	E4	81	80.841	2.687	0.317
100	E4	82	81.100	2.653	0.353
100	E4	83	81.358	2.618	0.392
100	E4	84	81.617	2.571	0.431
100	E4	85	81.875	2.513	0.463
100	E4	86	82.134	2.454	0.485
100	E4	87	82.392	2.370	0.496
100	E4	88	82.651	2.302	0.498
100	E4	89	82.909	2.252	0.501
100	E4	90	83.168	2.212	0.517
100	E4	91	83.426	2.180	0.561
100	E4	92	83.685	2.140	0.647
100	E4	93	83.943	2.092	0.783
100	E4	94	84.202	2.024	0.971
100	E4	95	84.460	1.935	1.204
100	E4	96	84.719	1.812	1.458
100	E4	97	84.977	1.625	1.700
100	E4	98	85.236	1.355	1.887
100	E4	99	85.494	1.063	1.976
100	E4	100	85.753	0.690	1.941
100	E4	101	86.011	0.309	1.779
100	E4	102	86.270	0.088	1.516
100	E4	103	86.529	0.041	1.197
100	E4	104	86.787	0.032	0.875
100	E4	105	87.046	0.027	0.591
100	E4	106	87.304	0.024	0.371
100	E4	107	87.563	0.023	0.219
100	E4	108	87.821	0.019	0.125
100	E4	109	88.080	0.016	0.073
100	E4	110	88.338	0.014	0.048
100	E4	111	88.597	0.009	0.037
100	E4	112	88.855	0.007	0.034
100	E4	113	89.114	0.003	0.033
100	E4	114	89.372	-0.002	0.033
100	E4	115	89.631	-0.006	0.034
100	E4	116	89.889	-0.009	0.033
100	E4	117	90.148	-0.013	0.033
100	E4	118	90.406	-0.017	0.032
100	E4	119	90.665	-0.021	0.031
100	E4	120	90.923	-0.023	0.030
100	E4	121	91.182	-0.026	0.029
100	E4	122	91.440	-0.030	0.027
100	E4	123	91.699	-0.033	0.026
100	E4	124	91.957	-0.036	0.024
100	E4	125	92.216	-0.038	0.022
100	E4	126	92.474	-0.040	0.019
100	E4	127	92.733	-0.042	0.017
100	E4	128	92.991	-0.042	0.014
100	E4	129	93.250	-0.043	0.012
100	E4	130	93.508	-0.044	0.009
100	E4	131	93.767	-0.045	0.008
100	E4	132	94.025	-0.045	0.006
100	E4	133	94.284	-0.046	0.005
100	E4	134	94.542	-0.046	0.003
100	E4	135	94.801	-0.047	0.002
101	E5	1	60.160	4.777	0.249
101	E5	2	60.419	4.752	0.252
101	E5	3	60.677	4.714	0.254
101	E5	4	60.936	4.687	0.254
101	E5	5	61.194	4.661	0.253
101	E5	6	61.453	4.635	0.251
101	E5	7	61.711	4.602	0.250
101	E5	8	61.970	4.583	0.249
101	E5	9	62.228	4.556	0.249
101	E5	10	62.487	4.529	0.249
101	E5	11	62.745	4.501	0.249
101	E5	12	63.004	4.466	0.248
101	E5	13	63.262	4.436	0.246
101	E5	14	63.521	4.417	0.244
101	E5	15	63.779	4.386	0.243
101	E5	16	64.038	4.367	0.243
101	E5	17	64.296	4.343	0.245
101	E5	18	64.555	4.311	0.247
101	E5	19	64.813	4.281	0.250
101	E5	20	65.072	4.255	0.252
101	E5	21	65.330	4.230	0.252
101	E5	22	65.589	4.195	0.252
101	E5	23	65.847	4.175	0.252
101	E5	24	66.106	4.137	0.251
101	E5	25	66.365	4.115	0.250
101	E5	26	66.623	4.097	0.249
101	E5	27	66.882	4.057	0.248
101	E5	28	67.140	4.028	0.247
101	E5	29	67.399	4.007	0.246
101	E5	30	67.657	3.980	0.246
101	E5	31	67.916	3.953	0.247
101	E5	32	68.174	3.928	0.248
101	E5	33	68.433	3.903	0.249
101	E5	34	68.691	3.867	0.249
101	E5	35	68.950	3.835	0.250
101	E5	36	69.208	3.822	0.249
101	E5	37	69.467	3.783	0.248
101	E5	38	69.725	3.769	0.247
101	E5	39	69.984	3.729	0.246
101	E5	40	70.242	3.690	0.246
101	E5	41	70.501	3.683	0.247
101	E5	42	70.759	3.659	0.249
101	E5	43	71.018	3.633	0.252
101	E5	44	71.276	3.588	0.255
101	E5	45	71.535	3.563	0.256
101	E5	46	71.793	3.537	0.256
101	E5	47	72.052	3.509	0.255
101	E5	48	72.310	3.481	0.252
101	E5	49	72.569	3.450	0.248
101	E5	50	72.827	3.415	0.244
101	E5	51	73.086	3.404	0.241
101	E5	52	73.344	3.368	0.238
101	E5	53	73.603	3.343	0.236
101	E5	54	73.861	3.326	0.235
101	E5	55	74.120	3.296	0.235
101	E5	56	74.378	3.273	0.234
101	E5	57	74.637	3.232	0.233
101	E5	58	74.895	3.213	0.232
101	E5	59	75.154	3.186	0.231
101	E5	60	75.412	3.172	0.231
101	E5	61	75.671	3.143	0.231
101	E5	62	75.929	3.112	0.231
101	E5	63	76.188	3.086	0.231
101	E5	64	76.447	3.062	0.231
101	E5	65	76.705	3.032	0.230
101	E5	66	76.964	3.016	0.229
101	E5	67	77.222	2.988	0.229
101	E5	68	77.481	2.954	0.228
101	E5	69	77.739	2.938	0.229
101	E5	70	77.998	2.913	0.229
101	E5	71	78.256	2.888	0.230
101	E5	72	78.515	2.850	0.230
101	E5	73	78.773	2.835	0.229
101	E5	74	79.032	2.808	0.229
